Date,State,TotalSamples,Positive
04-03-2021,Manipur,553091,
06-03-2021,Manipur,555138,
07-03-2021,Manipur,556094,
11-03-2021,Manipur,560456,
12-03-2021,Manipur,561270,
13-03-2021,Manipur,562200,
14-03-2021,Manipur,562916,
15-03-2021,Manipur,563479,
16-03-2021,Manipur,564419,
17-03-2021,Manipur,565579,
18-03-2021,Manipur,566178,
19-03-2021,Manipur,567126,
20-03-2021,Manipur,568085,
21-03-2021,Manipur,568814,
22-03-2021,Manipur,569545,
23-03-2021,Manipur,570546,
24-03-2021,Manipur,571447,
25-03-2021,Manipur,572332,
26-03-2021,Manipur,573075,
27-03-2021,Manipur,573820,
28-03-2021,Manipur,574525,
29-03-2021,Manipur,574884,
30-03-2021,Manipur,575412,
31-03-2021,Manipur,576140,
01-04-2021,Manipur,577082,
02-04-2021,Manipur,577941,
03-04-2021,Manipur,578877,
04-04-2021,Manipur,580265,
05-04-2021,Manipur,581304,
06-04-2021,Manipur,582439,
07-04-2021,Manipur,583322,
08-04-2021,Manipur,584391,
09-04-2021,Manipur,585041,
10-04-2021,Manipur,586090,
11-04-2021,Manipur,586817,
12-04-2021,Manipur,587729,
13-04-2021,Manipur,588540,
14-04-2021,Manipur,589389,
15-04-2021,Manipur,590238,
16-04-2021,Manipur,591431,
17-04-2021,Manipur,592588,
18-04-2021,Manipur,593783,
19-04-2021,Manipur,594750,
20-04-2021,Manipur,596703,
21-04-2021,Manipur,598268,
22-04-2021,Manipur,599801,
23-04-2021,Manipur,601600,
24-04-2021,Manipur,602832,
25-04-2021,Manipur,604620,
26-04-2021,Manipur,605708,
27-04-2021,Manipur,607553,
28-04-2021,Manipur,609910,
29-04-2021,Manipur,612489,
30-04-2021,Manipur,614444,
01-05-2021,Manipur,616666,
02-05-2021,Manipur,618926,
03-05-2021,Manipur,621082,
04-05-2021,Manipur,623555,
05-05-2021,Manipur,625498,
06-05-2021,Manipur,627856,
07-05-2021,Manipur,631277,
08-05-2021,Manipur,634101,
09-05-2021,Manipur,637265,
10-05-2021,Manipur,639778,
11-05-2021,Manipur,643220,
12-05-2021,Manipur,646740,
13-05-2021,Manipur,650507,
14-05-2021,Manipur,653736,
15-05-2021,Manipur,657167,
16-05-2021,Manipur,660531,
17-05-2021,Manipur,663079,
18-05-2021,Manipur,666280,
19-05-2021,Manipur,669375,
20-05-2021,Manipur,672488,
21-05-2021,Manipur,675645,
22-05-2021,Manipur,678808,
23-05-2021,Manipur,682417,
24-05-2021,Manipur,685017,
25-05-2021,Manipur,688805,
26-05-2021,Manipur,692880,
27-05-2021,Manipur,697178,
28-05-2021,Manipur,701485,
29-05-2021,Manipur,706385,
30-05-2021,Manipur,712778,
31-05-2021,Manipur,717426,
01-06-2021,Manipur,723146,
02-06-2021,Manipur,730078,
03-06-2021,Manipur,735845,
04-06-2021,Manipur,743534,
05-06-2021,Manipur,751763,
06-06-2021,Manipur,760536,
07-06-2021,Manipur,765523,
08-06-2021,Manipur,774451,
09-06-2021,Manipur,783395,
10-06-2021,Manipur,792403,
11-06-2021,Manipur,800223,
12-06-2021,Manipur,808181,
13-06-2021,Manipur,813240,
14-06-2021,Manipur,818497,
15-06-2021,Manipur,826571,
16-06-2021,Manipur,835063,
17-06-2021,Manipur,840947,
18-06-2021,Manipur,846789,
19-06-2021,Manipur,852662,
20-06-2021,Manipur,857153,
21-06-2021,Manipur,859425,
22-06-2021,Manipur,864216,
23-06-2021,Manipur,869552,
24-06-2021,Manipur,873826,
25-06-2021,Manipur,878417,
26-06-2021,Manipur,882933,
27-06-2021,Manipur,888118,
28-06-2021,Manipur,892611,
29-06-2021,Manipur,896997,
30-06-2021,Manipur,901999,
01-07-2021,Manipur,906459,
02-07-2021,Manipur,911276,
03-07-2021,Manipur,915719,
04-07-2021,Manipur,920039,
05-07-2021,Manipur,923243,
06-07-2021,Manipur,928312,
16-04-2020,Meghalaya,552,7
17-04-2020,Meghalaya,617,9
18-04-2020,Meghalaya,738,11
19-04-2020,Meghalaya,766,11
20-04-2020,Meghalaya,838,11
21-04-2020,Meghalaya,933,12
22-04-2020,Meghalaya,1046,12
23-04-2020,Meghalaya,1109,12
24-04-2020,Meghalaya,1130,12
25-04-2020,Meghalaya,1169,12
27-04-2020,Meghalaya,1254,12
28-04-2020,Meghalaya,1382,12
29-04-2020,Meghalaya,1397,12
30-04-2020,Meghalaya,1595,12
02-05-2020,Meghalaya,1707,12
04-05-2020,Meghalaya,1884,12
05-05-2020,Meghalaya,1944,12
07-05-2020,Meghalaya,2054,12
09-05-2020,Meghalaya,2287,12
10-05-2020,Meghalaya,2287,13
11-05-2020,Meghalaya,2480,13
15-05-2020,Meghalaya,2712,13
18-05-2020,Meghalaya,2896,13
19-05-2020,Meghalaya,3104,13
20-05-2020,Meghalaya,3419,13
22-05-2020,Meghalaya,3682,14
26-05-2020,Meghalaya,6553,15
27-05-2020,Meghalaya,6685,20
31-05-2020,Meghalaya,7781,27
01-06-2020,Meghalaya,8127,27
02-06-2020,Meghalaya,8734,28
03-06-2020,Meghalaya,9025,28
04-06-2020,Meghalaya,9395,31
05-06-2020,Meghalaya,9592,31
06-06-2020,Meghalaya,10066,33
07-06-2020,Meghalaya,10066,33
08-06-2020,Meghalaya,10746,36
09-06-2020,Meghalaya,11247,40
10-06-2020,Meghalaya,11505,44
11-06-2020,Meghalaya,11889,44
12-06-2020,Meghalaya,12219,44
13-06-2020,Meghalaya,12560,44
15-06-2020,Meghalaya,13353,44
16-06-2020,Meghalaya,13878,44
17-06-2020,Meghalaya,14316,43
18-06-2020,Meghalaya,14647,43
19-06-2020,Meghalaya,15104,43
20-06-2020,Meghalaya,15346,43
22-06-2020,Meghalaya,16296,44
23-06-2020,Meghalaya,16637,46
24-06-2020,Meghalaya,17115,46
25-06-2020,Meghalaya,17591,46
26-06-2020,Meghalaya,18103,48
27-06-2020,Meghalaya,18288,48
28-06-2020,Meghalaya,18441,50
29-06-2020,Meghalaya,18707,51
30-06-2020,Meghalaya,19294,52
01-07-2020,Meghalaya,19494,55
02-07-2020,Meghalaya,19732,55
03-07-2020,Meghalaya,20329,58
04-07-2020,Meghalaya,20744,70
05-07-2020,Meghalaya,20950,72
06-07-2020,Meghalaya,21502,80
07-07-2020,Meghalaya,21847,90
08-07-2020,Meghalaya,22000,99
09-07-2020,Meghalaya,22544,104
10-07-2020,Meghalaya,23108,186
11-07-2020,Meghalaya,23633,262
12-07-2020,Meghalaya,23876,295
13-07-2020,Meghalaya,24436,309
14-07-2020,Meghalaya,24899,318
15-07-2020,Meghalaya,24942,346
16-07-2020,Meghalaya,25263,377
17-07-2020,Meghalaya,25981,403
18-07-2020,Meghalaya,26940,418
19-07-2020,Meghalaya,26940,450
20-07-2020,Meghalaya,28163,469
21-07-2020,Meghalaya,29274,490
22-07-2020,Meghalaya,30009,514
23-07-2020,Meghalaya,30796,534
24-07-2020,Meghalaya,31367,582
25-07-2020,Meghalaya,32470,595
26-07-2020,Meghalaya,33076,702
27-07-2020,Meghalaya,34127,738
28-07-2020,Meghalaya,34362,794
29-07-2020,Meghalaya,34903,794
30-07-2020,Meghalaya,35572,803
31-07-2020,Meghalaya,35572,818
01-08-2020,Meghalaya,36341,856
02-08-2020,Meghalaya,37728,868
03-08-2020,Meghalaya,38596,902
04-08-2020,Meghalaya,38977,913
05-08-2020,Meghalaya,38977,929
06-08-2020,Meghalaya,39553,990
07-08-2020,Meghalaya,39782,1006
08-08-2020,Meghalaya,40631,1023
09-08-2020,Meghalaya,40700,1062
10-08-2020,Meghalaya,41734,1114
11-08-2020,Meghalaya,41734,1136
13-08-2020,Meghalaya,42084,1165
14-08-2020,Meghalaya,42706,1191
15-08-2020,Meghalaya,42910,1292
16-08-2020,Meghalaya,43800,1374
18-08-2020,Meghalaya,44234,1454
19-08-2020,Meghalaya,44695,1506
20-08-2020,Meghalaya,45151,
21-08-2020,Meghalaya,70413,1718
22-08-2020,Meghalaya,72409,
24-08-2020,Meghalaya,75239,
25-08-2020,Meghalaya,76762,
26-08-2020,Meghalaya,79126,
27-08-2020,Meghalaya,81012,
28-08-2020,Meghalaya,84038,
29-08-2020,Meghalaya,86214,
31-08-2020,Meghalaya,88963,
01-09-2020,Meghalaya,90477,
02-09-2020,Meghalaya,92453,
03-09-2020,Meghalaya,93817,
04-09-2020,Meghalaya,95457,
05-09-2020,Meghalaya,97550,
07-09-2020,Meghalaya,100071,
08-09-2020,Meghalaya,102487,
09-09-2020,Meghalaya,104090,
10-09-2020,Meghalaya,106064,
11-09-2020,Meghalaya,109518,
12-09-2020,Meghalaya,112221,
14-09-2020,Meghalaya,115901,
15-09-2020,Meghalaya,117518,
16-09-2020,Meghalaya,120576,
17-09-2020,Meghalaya,127571,
18-09-2020,Meghalaya,129503,
19-09-2020,Meghalaya,131433,
21-09-2020,Meghalaya,133259,
22-09-2020,Meghalaya,135571,
23-09-2020,Meghalaya,136932,
24-09-2020,Meghalaya,138942,
26-09-2020,Meghalaya,142426,
28-09-2020,Meghalaya,145681,
29-09-2020,Meghalaya,148298,
30-09-2020,Meghalaya,150809,
01-10-2020,Meghalaya,153177,
05-10-2020,Meghalaya,160779,
06-10-2020,Meghalaya,163061,
07-10-2020,Meghalaya,164879,
08-10-2020,Meghalaya,167265,
09-10-2020,Meghalaya,169449,
10-10-2020,Meghalaya,171415,
12-10-2020,Meghalaya,174756,
13-10-2020,Meghalaya,176348,
14-10-2020,Meghalaya,178894,
16-10-2020,Meghalaya,183808,
17-10-2020,Meghalaya,185467,
19-10-2020,Meghalaya,188256,
20-10-2020,Meghalaya,189783,
21-10-2020,Meghalaya,191490,
22-10-2020,Meghalaya,193190,
23-10-2020,Meghalaya,194818,
25-10-2020,Meghalaya,198343,
26-10-2020,Meghalaya,198343,
27-10-2020,Meghalaya,198790,
28-10-2020,Meghalaya,199611,
29-10-2020,Meghalaya,200391,
30-10-2020,Meghalaya,201296,
31-10-2020,Meghalaya,202056,
02-11-2020,Meghalaya,203556,
03-11-2020,Meghalaya,204462,
04-11-2020,Meghalaya,205879,
05-11-2020,Meghalaya,207471,
06-11-2020,Meghalaya,208730,
07-11-2020,Meghalaya,210079,
09-11-2020,Meghalaya,212448,
10-11-2020,Meghalaya,213973,
11-11-2020,Meghalaya,215624,
12-11-2020,Meghalaya,217077,
13-11-2020,Meghalaya,218315,
14-11-2020,Meghalaya,219427,
16-11-2020,Meghalaya,220717,
17-11-2020,Meghalaya,223084,
18-11-2020,Meghalaya,224381,
19-11-2020,Meghalaya,225659,
20-11-2020,Meghalaya,227199,
21-11-2020,Meghalaya,228455,
23-11-2020,Meghalaya,231117,
24-11-2020,Meghalaya,232602,
25-11-2020,Meghalaya,234160,
26-11-2020,Meghalaya,235838,
27-11-2020,Meghalaya,237388,
28-11-2020,Meghalaya,239176,
30-11-2020,Meghalaya,241631,
01-12-2020,Meghalaya,243668,
02-12-2020,Meghalaya,245177,
03-12-2020,Meghalaya,247928,
04-12-2020,Meghalaya,250430,
05-12-2020,Meghalaya,252594,
07-12-2020,Meghalaya,256221,
08-12-2020,Meghalaya,258439,
09-12-2020,Meghalaya,260267,
10-12-2020,Meghalaya,261625,
11-12-2020,Meghalaya,263433,
12-12-2020,Meghalaya,265057,
14-12-2020,Meghalaya,267771,
15-12-2020,Meghalaya,269808,
16-12-2020,Meghalaya,271896,
18-12-2020,Meghalaya,275934,
19-12-2020,Meghalaya,277791,
21-12-2020,Meghalaya,280244,
22-12-2020,Meghalaya,281866,
23-12-2020,Meghalaya,283632,
24-12-2020,Meghalaya,285139,
28-12-2020,Meghalaya,289092,
29-12-2020,Meghalaya,290360,
30-12-2020,Meghalaya,291959,
04-01-2021,Meghalaya,298554,
06-01-2021,Meghalaya,301969,
07-01-2021,Meghalaya,303590,
08-01-2021,Meghalaya,305124,
09-01-2021,Meghalaya,306472,
11-01-2021,Meghalaya,309055,
12-01-2021,Meghalaya,310487,
13-01-2021,Meghalaya,312221,
14-01-2021,Meghalaya,313914,
15-01-2021,Meghalaya,315290,
16-01-2021,Meghalaya,316632,
18-01-2021,Meghalaya,318901,
20-01-2021,Meghalaya,321819,
21-01-2021,Meghalaya,323284,
22-01-2021,Meghalaya,324588,
23-01-2021,Meghalaya,325872,
27-01-2021,Meghalaya,330810,
29-01-2021,Meghalaya,333315,
30-01-2021,Meghalaya,334713,
01-02-2021,Meghalaya,337242,
02-02-2021,Meghalaya,338615,
03-02-2021,Meghalaya,340228,
04-02-2021,Meghalaya,341580,
05-02-2021,Meghalaya,342795,
06-02-2021,Meghalaya,344070,
07-02-2021,Meghalaya,345293,
08-02-2021,Meghalaya,346146,
09-02-2021,Meghalaya,347510,
10-02-2021,Meghalaya,348913,
11-02-2021,Meghalaya,350493,
12-02-2021,Meghalaya,351714,
13-02-2021,Meghalaya,352900,
14-02-2021,Meghalaya,354157,
15-02-2021,Meghalaya,354931,
16-02-2021,Meghalaya,355905,
17-02-2021,Meghalaya,356663,
19-02-2021,Meghalaya,358903,
20-02-2021,Meghalaya,360092,
22-02-2021,Meghalaya,361857,
23-02-2021,Meghalaya,363076,
24-02-2021,Meghalaya,364517,
25-02-2021,Meghalaya,365778,
28-02-2021,Meghalaya,369262,
01-03-2021,Meghalaya,370067,
02-03-2021,Meghalaya,371538,
04-03-2021,Meghalaya,374169,
06-03-2021,Meghalaya,375245,
07-03-2021,Meghalaya,377326,
08-03-2021,Meghalaya,377949,
09-03-2021,Meghalaya,379237,
11-03-2021,Meghalaya,381349,
13-03-2021,Meghalaya,383450,
15-03-2021,Meghalaya,384524,
16-03-2021,Meghalaya,386593,
17-03-2021,Meghalaya,387629,
18-03-2021,Meghalaya,388592,
19-03-2021,Meghalaya,389679,
20-03-2021,Meghalaya,390648,
22-03-2021,Meghalaya,392474,
23-03-2021,Meghalaya,393744,
24-03-2021,Meghalaya,395112,
25-03-2021,Meghalaya,396300,
26-03-2021,Meghalaya,397634,
28-03-2021,Meghalaya,400173,
30-03-2021,Meghalaya,401189,
31-03-2021,Meghalaya,402571,
01-04-2021,Meghalaya,403861,
02-04-2021,Meghalaya,406446,
03-04-2021,Meghalaya,407216,
04-04-2021,Meghalaya,408884,
05-04-2021,Meghalaya,409992,
06-04-2021,Meghalaya,411344,
07-04-2021,Meghalaya,413109,
08-04-2021,Meghalaya,414890,
09-04-2021,Meghalaya,417459,
10-04-2021,Meghalaya,419769,
11-04-2021,Meghalaya,421655,
12-04-2021,Meghalaya,422738,
13-04-2021,Meghalaya,424940,
14-04-2021,Meghalaya,427651,
15-04-2021,Meghalaya,429358,
16-04-2021,Meghalaya,431805,
17-04-2021,Meghalaya,433687,
18-04-2021,Meghalaya,435552,
19-04-2021,Meghalaya,436898,
20-04-2021,Meghalaya,438825,
21-04-2021,Meghalaya,441749,
22-04-2021,Meghalaya,443730,
23-04-2021,Meghalaya,445913,
24-04-2021,Meghalaya,447985,
25-04-2021,Meghalaya,449420,
26-04-2021,Meghalaya,451828,
27-04-2021,Meghalaya,453972,
28-04-2021,Meghalaya,456470,
29-04-2021,Meghalaya,459023,
30-04-2021,Meghalaya,461570,
01-05-2021,Meghalaya,464863,
02-05-2021,Meghalaya,467645,
03-05-2021,Meghalaya,469686,
04-05-2021,Meghalaya,471988,
05-05-2021,Meghalaya,474680,
06-05-2021,Meghalaya,477676,
07-05-2021,Meghalaya,480778,
08-05-2021,Meghalaya,483733,
09-05-2021,Meghalaya,486058,
10-05-2021,Meghalaya,487843,
11-05-2021,Meghalaya,490677,
12-05-2021,Meghalaya,495358,
13-05-2021,Meghalaya,498727,
14-05-2021,Meghalaya,501466,
15-05-2021,Meghalaya,504687,
16-05-2021,Meghalaya,508574,
17-05-2021,Meghalaya,510902,
18-05-2021,Meghalaya,515062,
19-05-2021,Meghalaya,519311,
20-05-2021,Meghalaya,523287,
21-05-2021,Meghalaya,527955,
22-05-2021,Meghalaya,532756,
23-05-2021,Meghalaya,536905,
24-05-2021,Meghalaya,539538,
25-05-2021,Meghalaya,544951,
26-05-2021,Meghalaya,552324,
28-05-2021,Meghalaya,562661,
29-05-2021,Meghalaya,567966,
30-05-2021,Meghalaya,572812,
31-05-2021,Meghalaya,575001,
01-06-2021,Meghalaya,578167,
02-06-2021,Meghalaya,583183,
03-06-2021,Meghalaya,587391,
04-06-2021,Meghalaya,591464,
05-06-2021,Meghalaya,595501,
06-06-2021,Meghalaya,599057,
07-06-2021,Meghalaya,600888,
08-06-2021,Meghalaya,604628,
09-06-2021,Meghalaya,609389,
10-06-2021,Meghalaya,614481,
11-06-2021,Meghalaya,619544,
12-06-2021,Meghalaya,624143,
13-06-2021,Meghalaya,628160,
14-06-2021,Meghalaya,630067,
15-06-2021,Meghalaya,633824,
16-06-2021,Meghalaya,638873,
17-06-2021,Meghalaya,643644,
18-06-2021,Meghalaya,649771,
19-06-2021,Meghalaya,654266,
20-06-2021,Meghalaya,658197,
21-06-2021,Meghalaya,660358,
22-06-2021,Meghalaya,664539,
23-06-2021,Meghalaya,668949,
24-06-2021,Meghalaya,673392,
25-06-2021,Meghalaya,677942,
26-06-2021,Meghalaya,682117,
27-06-2021,Meghalaya,685541,
28-06-2021,Meghalaya,687754,
29-06-2021,Meghalaya,692507,
30-06-2021,Meghalaya,698098,
01-07-2021,Meghalaya,701787,
02-07-2021,Meghalaya,705768,
03-07-2021,Meghalaya,710164,
04-07-2021,Meghalaya,713885,
05-07-2021,Meghalaya,716248,
06-07-2021,Meghalaya,720409,
06-04-2020,Mizoram,58,1
07-04-2020,Mizoram,58,1
08-04-2020,Mizoram,74,1
09-04-2020,Mizoram,84,1
12-04-2020,Mizoram,87,1
13-04-2020,Mizoram,89,1
14-04-2020,Mizoram,91,1
15-04-2020,Mizoram,94,1
16-04-2020,Mizoram,94,1
18-04-2020,Mizoram,102,1
19-04-2020,Mizoram,116,1
20-04-2020,Mizoram,132,1
21-04-2020,Mizoram,135,1
22-04-2020,Mizoram,135,1
23-04-2020,Mizoram,137,1
26-04-2020,Mizoram,146,1
27-04-2020,Mizoram,146,1
28-04-2020,Mizoram,158,1
29-04-2020,Mizoram,179,1
30-04-2020,Mizoram,180,1
01-05-2020,Mizoram,180,1
02-05-2020,Mizoram,183,1
03-05-2020,Mizoram,183,1
04-05-2020,Mizoram,183,1
05-05-2020,Mizoram,188,1
06-05-2020,Mizoram,195,1
07-05-2020,Mizoram,197,1
08-05-2020,Mizoram,199,1
09-05-2020,Mizoram,201,1
10-05-2020,Mizoram,201,1
11-05-2020,Mizoram,206,1
12-05-2020,Mizoram,224,1
13-05-2020,Mizoram,224,1
14-05-2020,Mizoram,273,1
15-05-2020,Mizoram,273,1
16-05-2020,Mizoram,282,1
17-05-2020,Mizoram,282,1
18-05-2020,Mizoram,301,1
19-05-2020,Mizoram,313,1
20-05-2020,Mizoram,315,1
21-05-2020,Mizoram,320,1
22-05-2020,Mizoram,324,1
23-05-2020,Mizoram,336,1
24-05-2020,Mizoram,342,1
25-05-2020,Mizoram,359,1
26-05-2020,Mizoram,438,1
28-05-2020,Mizoram,516,1
29-05-2020,Mizoram,529,1
30-05-2020,Mizoram,686,1
31-05-2020,Mizoram,777,1
01-06-2020,Mizoram,896,1
02-06-2020,Mizoram,1012,13
03-06-2020,Mizoram,1095,14
04-06-2020,Mizoram,1346,17
05-06-2020,Mizoram,1687,22
06-06-2020,Mizoram,1991,24
07-06-2020,Mizoram,2252,34
08-06-2020,Mizoram,2496,42
09-06-2020,Mizoram,2747,88
10-06-2020,Mizoram,2747,102
11-06-2020,Mizoram,3152,104
13-06-2020,Mizoram,3727,107
14-06-2020,Mizoram,4327,112
15-06-2020,Mizoram,4919,117
16-06-2020,Mizoram,5524,121
17-06-2020,Mizoram,6035,121
18-06-2020,Mizoram,6661,130
19-06-2020,Mizoram,7496,130
20-06-2020,Mizoram,8284,140
21-06-2020,Mizoram,8718,141
22-06-2020,Mizoram,9277,142
23-06-2020,Mizoram,9840,142
24-06-2020,Mizoram,10486,145
25-06-2020,Mizoram,11672,145
26-06-2020,Mizoram,12753,147
27-06-2020,Mizoram,12846,150
28-06-2020,Mizoram,13012,151
29-06-2020,Mizoram,13072,151
30-06-2020,Mizoram,13746,151
01-07-2020,Mizoram,13886,160
02-07-2020,Mizoram,13931,160
03-07-2020,Mizoram,14370,162
04-07-2020,Mizoram,14509,164
05-07-2020,Mizoram,14981,186
06-07-2020,Mizoram,15006,191
07-07-2020,Mizoram,15058,197
08-07-2020,Mizoram,15183,201
09-07-2020,Mizoram,15523,203
10-07-2020,Mizoram,15868,226
11-07-2020,Mizoram,16396,226
12-07-2020,Mizoram,16696,227
13-07-2020,Mizoram,16914,233
14-07-2020,Mizoram,16914,233
15-07-2020,Mizoram,17168,238
16-07-2020,Mizoram,17489,267
17-07-2020,Mizoram,17760,272
18-07-2020,Mizoram,17963,282
19-07-2020,Mizoram,18147,284
20-07-2020,Mizoram,18147,284
21-07-2020,Mizoram,18297,297
22-07-2020,Mizoram,18603,317
23-07-2020,Mizoram,19014,326
24-07-2020,Mizoram,19238,332
25-07-2020,Mizoram,19781,361
26-07-2020,Mizoram,20053,361
27-07-2020,Mizoram,20053,361
28-07-2020,Mizoram,20442,384
29-07-2020,Mizoram,20597,395
30-07-2020,Mizoram,20798,397
31-07-2020,Mizoram,21118,408
01-08-2020,Mizoram,21294,413
02-08-2020,Mizoram,21523,468
03-08-2020,Mizoram,21583,482
04-08-2020,Mizoram,21845,501
05-08-2020,Mizoram,21956,504
06-08-2020,Mizoram,22211,537
07-08-2020,Mizoram,22211,537
08-08-2020,Mizoram,22211,537
09-08-2020,Mizoram,23324,608
10-08-2020,Mizoram,23702,620
11-08-2020,Mizoram,23848,623
12-08-2020,Mizoram,24895,648
13-08-2020,Mizoram,25054,649
14-08-2020,Mizoram,25472,656
15-08-2020,Mizoram,25929,713
16-08-2020,Mizoram,26611,
17-08-2020,Mizoram,27115,
18-08-2020,Mizoram,27388,
19-08-2020,Mizoram,28076,
20-08-2020,Mizoram,28976,
21-08-2020,Mizoram,30753,
22-08-2020,Mizoram,32391,
23-08-2020,Mizoram,33486,
24-08-2020,Mizoram,33507,
25-08-2020,Mizoram,35214,
26-08-2020,Mizoram,36240,
27-08-2020,Mizoram,37452,
28-08-2020,Mizoram,38534,
29-08-2020,Mizoram,38906,
30-08-2020,Mizoram,40383,
31-08-2020,Mizoram,40797,
01-09-2020,Mizoram,41683,
02-09-2020,Mizoram,42332,
03-09-2020,Mizoram,42977,
04-09-2020,Mizoram,43846,
05-09-2020,Mizoram,44803,
06-09-2020,Mizoram,45073,
07-09-2020,Mizoram,45153,
08-09-2020,Mizoram,45925,
09-09-2020,Mizoram,46414,
10-09-2020,Mizoram,46638,
11-09-2020,Mizoram,47214,
12-09-2020,Mizoram,49091,
13-09-2020,Mizoram,50259,
14-09-2020,Mizoram,51316,
15-09-2020,Mizoram,52622,
16-09-2020,Mizoram,54199,
17-09-2020,Mizoram,55463,
18-09-2020,Mizoram,57012,
19-09-2020,Mizoram,59015,
20-09-2020,Mizoram,60759,
21-09-2020,Mizoram,62407,
22-09-2020,Mizoram,64312,
23-09-2020,Mizoram,66320,
24-09-2020,Mizoram,68340,
25-09-2020,Mizoram,70483,
26-09-2020,Mizoram,72410,
27-09-2020,Mizoram,74326,
28-09-2020,Mizoram,75552,
29-09-2020,Mizoram,76976,
30-09-2020,Mizoram,78491,
01-10-2020,Mizoram,79743,
02-10-2020,Mizoram,80859,
03-10-2020,Mizoram,81967,
04-10-2020,Mizoram,82667,
05-10-2020,Mizoram,83092,
06-10-2020,Mizoram,83965,
07-10-2020,Mizoram,84822,
08-10-2020,Mizoram,85701,
09-10-2020,Mizoram,85986,
10-10-2020,Mizoram,87240,
11-10-2020,Mizoram,87699,
12-10-2020,Mizoram,88551,
13-10-2020,Mizoram,89795,
14-10-2020,Mizoram,90748,
15-10-2020,Mizoram,92151,
16-10-2020,Mizoram,93584,
17-10-2020,Mizoram,95288,
19-10-2020,Mizoram,96427,
20-10-2020,Mizoram,97664,
21-10-2020,Mizoram,99424,
22-10-2020,Mizoram,100553,
23-10-2020,Mizoram,101868,
24-10-2020,Mizoram,102952,
25-10-2020,Mizoram,104131,
26-10-2020,Mizoram,104545,
